Severity	Code	Description	Project	File	Line	Suppression State
Error	CS0246	The type or namespace name 'LiveCharts' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\DashboardView.xaml.cs	4	Active
Error	CS0234	The type or namespace name 'Media' does not exist in the namespace 'System.Windows' (are you missing an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\DashboardView.xaml.cs	8	Active
Error	CS0246	The type or namespace name 'Page' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\DashboardView.xaml.cs	15	Active
Error	CS0246	The type or namespace name 'IValueConverter' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\DashboardView.xaml.cs	31	Active
Error	CS0246	The type or namespace name 'IValueConverter' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\DashboardView.xaml.cs	51	Active
Error	CS0246	The type or namespace name 'IValueConverter' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\DashboardView.xaml.cs	71	Active
Error	CS0234	The type or namespace name 'Controls' does not exist in the namespace 'System.Windows' (are you missing an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\LoginView.xaml.cs	3	Active
Error	CS0246	The type or namespace name 'UserControl' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\LoginView.xaml.cs	12	Active
Error	CS0246	The type or namespace name 'RoutedEventArgs' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\LoginView.xaml.cs	38	Active
Error	CS0246	The type or namespace name 'RoutedEventArgs' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\LoginView.xaml.cs	50	Active
Error	CS0234	The type or namespace name 'Controls' does not exist in the namespace 'System.Windows' (are you missing an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\NetworkScanView.xaml.cs	2	Active
Error	CS0234	The type or namespace name 'Data' does not exist in the namespace 'System.Windows' (are you missing an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\NetworkScanView.xaml.cs	3	Active
Error	CS0246	The type or namespace name 'Page' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\NetworkScanView.xaml.cs	12	Active
Error	CS0246	The type or namespace name 'RoutedEventArgs' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\NetworkScanView.xaml.cs	28	Active
Error	CS0246	The type or namespace name 'RoutedEventArgs' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\NetworkScanView.xaml.cs	43	Active
Error	CS0246	The type or namespace name 'IValueConverter' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\NetworkScanView.xaml.cs	59	Active
Error	CS0234	The type or namespace name 'Controls' does not exist in the namespace 'System.Windows' (are you missing an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\SettingsView.xaml.cs	2	Active
Error	CS0234	The type or namespace name 'Data' does not exist in the namespace 'System.Windows' (are you missing an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\SettingsView.xaml.cs	3	Active
Error	CS0246	The type or namespace name 'Page' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\SettingsView.xaml.cs	10	Active
Error	CS0246	The type or namespace name 'RoutedEventArgs' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\SettingsView.xaml.cs	26	Active
Error	CS0246	The type or namespace name 'RoutedEventArgs' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\SettingsView.xaml.cs	38	Active
Error	CS0234	The type or namespace name 'Controls' does not exist in the namespace 'System.Windows' (are you missing an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\SoftwareInventoryView.xaml.cs	1	Active
Error	CS0246	The type or namespace name 'Page' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\SoftwareInventoryView.xaml.cs	8	Active
Error	CS0234	The type or namespace name 'Controls' does not exist in the namespace 'System.Windows' (are you missing an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\SoftwareUpdateView.xaml.cs	4	Active
Error	CS0234	The type or namespace name 'Data' does not exist in the namespace 'System.Windows' (are you missing an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\SoftwareUpdateView.xaml.cs	5	Active
Error	CS0246	The type or namespace name 'Page' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\SoftwareUpdateView.xaml.cs	12	Active
Error	CS0246	The type or namespace name 'IValueConverter' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\SoftwareUpdateView.xaml.cs	42	Active
Error	CS0246	The type or namespace name 'IValueConverter' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\SoftwareUpdateView.xaml.cs	62	Active
Error	CS0234	The type or namespace name 'Controls' does not exist in the namespace 'System.Windows' (are you missing an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\UserAdminView.xaml.cs	2	Active
Error	CS0246	The type or namespace name 'UserControl' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\UserAdminView.xaml.cs	10	Active
Error	CS0246	The type or namespace name 'RoutedEventArgs' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\UserAdminView.xaml.cs	25	Active
Error	CS0246	The type or namespace name 'RoutedEventArgs' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\UserAdminView.xaml.cs	35	Active
Error	CS0246	The type or namespace name 'RoutedEventArgs' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\UserAdminView.xaml.cs	40	Active
Error	CS0246	The type or namespace name 'RoutedEventArgs' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\UserAdminView.xaml.cs	45	Active
Error	CS0246	The type or namespace name 'RoutedEventArgs' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\UserAdminView.xaml.cs	50	Active
Error	CS0246	The type or namespace name 'RoutedEventArgs' could not be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Views\UserAdminView.xaml.cs	55	Active
Error	CS7036	There is no argument given that corresponds to the required parameter 'dataPath' of 'SettingsService.SettingsService(string)'	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\App.xaml.cs	19	Active
Error	CS0122	'SettingsService.LoadSettings()' is inaccessible due to its protection level	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\App.xaml.cs	20	Active
Error	CS0103	The name 'Current' does not exist in the current context	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\App.xaml.cs	24	Active
Error	CS0103	The name 'MessageBox' does not exist in the current context	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\App.xaml.cs	31	Active
Error	CS0103	The name 'MessageBoxButton' does not exist in the current context	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\App.xaml.cs	32	Active
Error	CS0103	The name 'MessageBoxImage' does not exist in the current context	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\App.xaml.cs	32	Active
Error	CS0103	The name 'MessageBox' does not exist in the current context	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\App.xaml.cs	38	Active
Error	CS0103	The name 'MessageBoxButton' does not exist in the current context	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\App.xaml.cs	39	Active
Error	CS0103	The name 'MessageBoxImage' does not exist in the current context	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\App.xaml.cs	39	Active
Error	CS7036	There is no argument given that corresponds to the required parameter 'dataPath' of 'SettingsService.SettingsService(string)'	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Services\SoftwareInventoryService.cs	29	Active
Error	CS1061	'Machine' does not contain a definition for 'Status' and no accessible extension method 'Status' accepting a first argument of type 'Machine' could be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Services\SoftwareInventoryService.cs	57	Active
Error	CS1061	'Machine' does not contain a definition for 'Status' and no accessible extension method 'Status' accepting a first argument of type 'Machine' could be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Services\SoftwareInventoryService.cs	61	Active
Error	CS1061	'AppSettings' does not contain a definition for 'UsePowerShell' and no accessible extension method 'UsePowerShell' accepting a first argument of type 'AppSettings' could be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Services\SoftwareInventoryService.cs	65	Active
Error	CS1061	'AppSettings' does not contain a definition for 'UseWMI' and no accessible extension method 'UseWMI' accepting a first argument of type 'AppSettings' could be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Services\SoftwareInventoryService.cs	66	Active
Error	CS1061	'Machine' does not contain a definition for 'Status' and no accessible extension method 'Status' accepting a first argument of type 'Machine' could be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Services\SoftwareInventoryService.cs	76	Active
Error	CS1061	'Machine' does not contain a definition for 'Status' and no accessible extension method 'Status' accepting a first argument of type 'Machine' could be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Services\SoftwareInventoryService.cs	84	Active
Error	CS1061	'Machine' does not contain a definition for 'Status' and no accessible extension method 'Status' accepting a first argument of type 'Machine' could be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Services\SoftwareInventoryService.cs	96	Active
Error	CS1061	'Machine' does not contain a definition for 'Status' and no accessible extension method 'Status' accepting a first argument of type 'Machine' could be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Services\SoftwareInventoryService.cs	100	Active
Error	CS1061	'Machine' does not contain a definition for 'Status' and no accessible extension method 'Status' accepting a first argument of type 'Machine' could be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Services\SoftwareInventoryService.cs	105	Active
Error	CS1061	'Machine' does not contain a definition for 'Status' and no accessible extension method 'Status' accepting a first argument of type 'Machine' could be found (are you missing a using directive or an assembly reference?)	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Services\SoftwareInventoryService.cs	117	Active
Error	CS1503	Argument 1: cannot convert from 'string' to 'System.Management.ManagementPath'	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Services\SoftwareInventoryService.cs	256	Active
Error	CS1503	Argument 2: cannot convert from 'NetworkSoftwareManager.Services.ConnectionOptions' to 'System.Management.ConnectionOptions'	NetworkSoftwareManager	C:\Users\PRASANTH\Documents\GitHub\NetworkSoftwareManager\NetworkSoftwareManager\Services\SoftwareInventoryService.cs	257	Active
